,INTERCOLUMNAR_DISTANCE,UPPER_MARGIN,LOWER_MARGIN,EXPLOITATION,MODULAR_RATIO,INTERLINEAR_SPACING,WEIGHT,PEAK_NUMBER,CLASS
3186,-0.22768,0.446772,0.534365,0.177429,1.062336,0.333428,-1.169721,0.095265,E
3188,0.241386,0.109171,-0.127126,0.380626,0.06574,0.484429,0.442632,0.500624,A
3189,0.216699,-0.291239,0.349432,0.50711,-0.058835,0.144676,0.105658,0.219991,A
3190,0.229043,0.242641,0.089814,0.12023,-0.058835,-0.081827,-0.864064,-0.933723,A
3195,0.130292,0.007106,0.239183,0.766194,0.024215,0.144676,0.975643,0.40708,A
3196,0.167323,0.148427,0.278304,-0.289596,-0.723232,0.295677,-0.330276,0.219991,H
3199,-0.252367,-0.401156,0.466793,0.631147,-0.847807,0.031425,0.480375,-0.310094,E
3202,-0.351118,0.014957,0.214288,0.736624,-0.349509,0.597681,1.702847,1.03071,E
3208,-0.116585,0.423218,0.086258,1.919136,0.480988,0.144676,1.416275,1.093072,G
3209,0.179667,0.258344,0.189393,-0.133304,-1.013906,0.333428,0.248536,-0.372457,A
3211,0.019197,0.525284,0.068476,0.166658,-0.681707,0.069175,0.803817,0.594169,F
3215,0.352481,0.211237,0.306755,-0.946242,-0.058835,0.635431,0.329168,0.157628,A
3216,0.043885,0.274046,0.182281,0.095763,-0.183409,0.295677,0.215277,-0.029461,F
3217,0.340137,-0.29909,0.719297,-0.434818,1.145386,0.446679,-0.91303,-0.372457,D
3218,0.080916,0.486028,0.14316,0.006427,0.107265,0.484429,1.39321,0.469443,G
3219,0.229043,0.242641,0.089814,0.12023,-0.391033,0.257927,0.31814,-0.185368,A
3221,-0.017834,-0.275537,0.388552,0.949727,0.273364,0.069175,0.716195,-0.247731,F
3222,-0.104241,-0.079257,0.011573,0.220903,0.688613,0.635431,-0.016251,0.469443,A
3225,0.019197,-0.087108,0.384996,0.794958,1.35301,0.408929,0.288454,0.064084,A
3226,-0.091897,-0.071406,0.537921,-1.178561,1.228436,0.069175,-0.327383,0.500624,E
3228,0.105604,0.721563,0.086258,0.505409,-0.640182,-0.119577,0.903223,0.095265,F
3231,-0.091897,0.226939,0.267634,0.024091,-0.723232,0.069175,0.96677,1.311343,H
3232,0.006853,-0.055704,0.335206,1.778897,0.14879,0.031425,0.87478,0.18881,A
3233,0.019197,-0.040001,0.288973,-0.042597,-0.598658,0.295677,0.336876,-0.247731,F
3236,-0.301743,-0.511072,0.463236,0.710665,-0.058835,0.333428,0.647154,0.812439,E
3239,0.266074,0.109171,0.207175,-0.849179,-0.224934,0.52218,0.950617,-0.091823,F
3241,0.080916,0.203385,0.249852,-0.423061,-1.22153,0.446679,0.154934,0.750076,H
3242,0.019197,-0.173471,0.306755,-0.081535,-0.930856,0.220177,0.378677,0.126447,F
3243,0.4142,-0.173471,0.392108,-0.130887,0.522513,-0.044076,-0.496123,-0.43482,F
3244,0.303106,0.352558,0.082701,0.703981,1.062336,0.748682,0.143032,0.001721,F
3246,-0.22768,0.046362,0.214288,0.746888,-0.598658,0.220177,1.793226,0.812439,E
3247,0.192011,0.242641,0.164499,0.576722,-0.266459,0.220177,0.29059,0.064084,A
3249,0.241386,0.23479,0.121822,1.037988,1.020811,0.371178,-0.673871,-1.058449,A
3251,-0.00549,0.486028,0.118265,0.446569,0.024215,0.597681,0.395588,0.562987,G
3252,0.080916,-0.118513,0.445454,-0.188027,1.560634,0.333428,0.410946,0.375899,A
3257,0.648733,0.242641,-0.045329,-0.444157,0.356414,0.333428,-1.143005,-0.528364,A
3259,0.105604,-0.377602,0.260522,0.107578,-1.013906,-0.38383,0.807544,0.656532,F
3261,-0.054866,0.226939,0.32098,-0.905841,0.14879,0.861934,-0.743475,0.157628,H
3263,-0.264711,-0.09496,0.01513,-0.597346,0.14879,0.106925,-0.556078,0.064084,E
3265,0.056229,0.486028,0.10404,-0.053338,0.024215,0.031425,-0.335247,0.095265,G
3266,0.105604,-0.149918,0.438342,0.934659,-0.391033,0.144676,1.415693,0.157628,A
3268,0.401857,-0.267686,0.299642,-0.808002,-0.557133,0.069175,-0.635176,-0.278912,F
3269,-0.301743,-0.055704,0.210732,-0.147477,0.480988,-0.38383,-0.685054,0.500624,E
3270,0.241386,0.23479,0.121822,1.037988,-0.058835,0.52218,-0.656397,-0.964905,A
3271,-0.32643,-0.157769,0.424116,1.924954,0.771662,-0.195078,0.967042,1.280161,X
3273,0.09326,-0.102811,0.01513,-1.203774,-1.096956,0.182426,-0.938289,0.157628,A
3280,-0.116585,-0.581733,0.569929,1.083313,-0.972381,-0.006326,1.626428,0.62535,D
3282,-0.128929,0.069915,0.313868,0.510511,0.605563,0.333428,0.103367,0.313536,H
3286,-0.240024,-0.534626,0.075589,-0.617039,0.854712,0.52218,-0.952579,0.126447,E
3288,-0.338774,-0.291239,0.520139,1.054429,1.477585,0.182426,0.533496,0.500624,E
3289,0.25373,0.219088,0.14316,0.720541,-0.058835,0.333428,0.45665,-0.497183,A
3291,-0.054866,0.179832,0.239183,-1.170087,0.522513,0.55993,0.118336,1.124254,E
3294,0.327793,0.50173,0.050694,-1.018301,1.35301,0.446679,-1.612528,-0.684271,G
3295,0.179667,0.321153,0.242739,0.045844,-0.266459,0.106925,0.045276,-0.185368,A
3296,-0.22768,0.085618,0.239183,-0.523467,-0.640182,0.031425,1.86881,0.937165,E
3297,0.192011,0.509582,0.079145,1.072093,0.979286,0.446679,-0.73899,-0.808997,A
3299,0.105604,-0.189174,0.164499,-0.683757,-0.141884,0.333428,-0.362273,-0.060642,A
3300,-0.091897,0.226939,0.267634,0.024091,-0.598658,0.257927,0.440243,0.999528,H
3302,0.229043,-0.008597,0.175168,0.087408,-0.349509,0.031425,-0.207882,-0.185368,A
3303,-0.042522,-0.189174,0.33165,-0.664392,0.467147,0.698348,-1.251149,-0.16458,H
3304,0.142636,0.164129,0.200063,-0.249732,-1.055431,0.069175,0.200483,0.219991,A
3306,0.09326,-0.102811,0.01513,-1.203774,-0.515608,0.371178,-0.743475,0.375899,A
3308,0.031541,0.203385,0.086258,0.045008,-0.972381,0.220177,0.424206,0.251173,F
3311,0.377169,0.164129,0.139604,-0.241825,-0.349509,0.069175,0.42009,0.064084,A
3314,0.130292,-0.071406,0.214288,0.915742,0.024215,0.55993,0.757996,-0.497183,A
3316,0.4142,-0.173471,0.392108,-0.130887,-0.806282,0.371178,-1.027115,-1.058449,F
3318,-0.375806,-0.275537,0.449011,0.55685,0.273364,0.220177,0.193202,0.344717,D
3319,-0.06721,-0.197025,0.299642,-1.66337,-0.847807,0.333428,0.534078,0.219991,F
3321,0.031541,0.666605,-0.095119,0.010217,-1.013906,0.484429,0.914795,0.438262,G
3324,0.09326,-0.385453,0.352988,0.546705,-0.10036,0.333428,1.056217,0.219991,A
3326,-0.338774,-0.291239,0.520139,1.054429,-0.391033,0.182426,0.064982,0.001721,E
3328,-0.178304,-0.620989,0.32098,0.699028,-0.515608,0.333428,0.37726,0.656532,E
3330,0.09326,-0.212727,0.260522,-0.527256,-0.474083,0.069175,-1.070275,-0.528364,F
3332,-0.017834,0.132725,0.125378,1.357345,0.190314,0.182426,0.445253,-0.715453,A
3333,0.117948,0.171981,0.217845,1.738109,0.356414,0.446679,0.45764,0.001721,A
3336,0.031541,-0.040001,0.175168,-0.107256,-0.930856,0.144676,0.159186,0.157628,F
3340,0.130292,0.077766,0.299642,-0.693335,1.685209,0.446679,-1.056277,0.064084,A
3342,0.130292,0.077766,0.299642,-0.693335,0.273364,0.446679,0.34503,0.095265,A
3345,0.438888,0.289748,0.14316,-0.282494,-0.183409,-0.006326,-0.362292,0.282354,A
3346,-0.178304,-0.620989,0.32098,0.699028,0.107265,0.106925,0.658589,0.375899,E
3347,0.229043,-0.354049,0.182281,0.210878,-0.058835,-0.157328,0.026715,0.18881,A
3348,0.290762,0.077766,0.118265,0.275805,-0.723232,0.597681,-0.716119,-0.933723,F
3349,0.031541,0.140576,0.399221,-0.817372,-0.640182,0.257927,0.484142,-0.091823,H
3351,-0.449869,-0.291239,0.434785,-0.068824,-0.266459,0.106925,0.038286,0.687713,E
3353,0.266074,0.580242,0.114709,-0.165469,-0.058835,0.031425,0.181087,0.032902,A
3354,0.068573,0.2976,0.022242,-0.22252,0.024215,0.484429,0.382114,0.500624,G
3355,-0.178304,0.014957,0.264078,0.582361,0.730137,0.673182,0.402927,-0.123005,A
3357,0.09326,0.054213,0.374326,0.378926,0.107265,0.371178,1.077554,0.438262,H
3358,0.031541,-0.346197,-0.009765,1.029902,0.564038,0.484429,0.290415,0.313536,A
3360,0.266074,0.211237,0.114709,0.937882,-0.058835,0.446679,0.557319,-0.466001,A
3361,-0.215336,-0.142067,0.096927,-0.184417,-0.723232,0.975185,0.037374,0.750076,E
3363,-0.017834,-0.330495,0.488131,-0.183313,-0.598658,-0.006326,0.335653,0.157628,F
3364,-0.042522,0.540986,0.253409,-0.836378,1.394535,-0.006326,-0.393066,-0.154186,A
3365,0.179667,-0.291239,0.228514,1.550427,0.314889,0.371178,1.748492,0.781258,A
3367,-0.215336,-0.204876,0.456124,-0.099826,-0.391033,-0.195078,1.324014,1.093072,E
3368,-0.091897,0.43107,0.047137,-0.048505,-0.349509,0.031425,-0.450399,0.313536,G
3369,0.056229,0.533135,0.185837,0.882801,0.356414,0.408929,0.898816,0.126447,A
3371,-0.363462,-0.008597,0.256965,-0.22634,0.190314,0.446679,0.952694,1.093072,E
3373,-0.104241,-0.197025,0.221401,0.17367,-0.806282,-0.081827,1.23713,0.40708,F
3374,0.216699,-0.424709,0.306755,-0.043283,-0.515608,0.257927,0.158332,-0.185368,A
3380,-0.141273,-0.024299,0.562816,-1.881367,-0.266459,0.257927,-0.589938,-0.808997,C
3382,-0.030178,-0.063555,0.285416,-1.278877,-0.183409,-0.006326,-0.289931,-0.746634,F
3383,-0.597995,-0.071406,0.352988,0.220844,1.560634,0.484429,-1.348575,-0.621908,E
3386,-0.264711,-0.275537,0.107596,0.827362,0.813187,0.408929,0.202113,0.375899,A
3387,-0.338774,-0.291239,0.520139,1.054429,-0.10036,-0.044076,1.147625,0.781258,E
3388,0.229043,0.807926,-0.052442,0.082634,-0.266459,0.408929,0.571589,-0.154186,F
3391,0.105604,-0.189174,0.164499,-0.683757,-0.266459,0.295677,-0.776636,0.251173,A
3395,0.031541,0.195534,0.246296,0.627208,-1.138481,-0.308329,1.171719,1.061891,H
3396,0.167323,0.588093,-0.002652,-0.309259,0.771662,0.484429,0.718583,-0.310094,F
3398,0.105604,0.203385,-0.023991,0.995678,0.231839,-0.119577,1.06575,-0.091823,A
3401,-0.153617,-0.03215,0.271191,0.057241,0.522513,0.673182,-0.454321,-0.154186,A
3404,0.056229,-0.087108,0.089814,1.312409,0.314889,0.333428,1.058256,0.157628,A
3405,-0.091897,0.344707,0.182281,0.722749,1.26996,0.220177,0.362796,0.874802,H
3409,0.117948,0.124874,0.128935,0.3837,0.06574,0.371178,0.372755,-0.310094,A
3411,0.043885,-0.157769,0.328093,0.552225,1.602159,0.069175,0.235023,0.18881,A
3412,0.192011,0.242641,0.164499,0.576722,0.522513,0.446679,0.159652,-0.029461,A
3414,-0.153617,-0.03215,0.271191,0.057241,0.730137,0.106925,-0.694684,-0.590727,A
3416,0.019197,0.038511,0.19295,0.323367,0.190314,0.182426,-0.379882,-0.029461,F
3417,-0.252367,0.093469,0.239183,-0.021441,1.43606,0.408929,-0.788072,-0.216549,A
3418,-0.314087,0.164129,0.200063,0.132493,-0.847807,0.069175,-0.21559,-0.060642,E
3421,0.648733,0.242641,-0.045329,-0.444157,0.813187,0.484429,0.113094,-0.029461,A
3422,0.031541,0.666605,-0.095119,0.010217,-0.349509,0.55993,0.906175,0.843621,G
3424,0.364825,0.195534,0.175168,-0.027618,-0.391033,0.031425,0.35569,0.40708,A
3426,-0.289399,-0.424709,0.107596,0.666147,0.522513,0.446679,-0.390988,0.251173,E
3427,-0.030178,-0.063555,0.274747,-0.394925,-0.806282,0.106925,0.352913,0.40708,F
3434,-0.042522,0.10132,0.288973,0.722153,0.397939,-0.34608,0.624593,0.781258,A
3435,0.117948,0.069915,0.338762,-1.296004,-0.640182,0.333428,-0.24048,0.750076,H
3437,0.130292,0.336855,0.100483,0.382834,1.103861,0.710932,0.042461,-0.185368,A
3442,0.167323,0.226939,0.239183,-0.094813,0.231839,0.899684,-0.328257,-0.777816,A
3444,-0.22768,-0.251983,0.449011,-1.268911,-0.183409,0.484429,1.621924,0.126447,E
3445,0.068573,-0.204876,0.424116,1.412158,0.564038,0.333428,1.704089,0.500624,A
3446,0.117948,0.266195,0.043581,-0.590035,0.564038,0.446679,-0.685539,-0.123005,F
3447,0.130292,0.077766,0.299642,-0.693335,-0.266459,-0.119577,0.353457,-0.559546,A
3450,0.426544,0.588093,0.160942,-0.889699,-0.141884,0.333428,0.963217,0.032902,F
3454,0.364825,-0.149918,0.171611,0.04277,-0.806282,-0.119577,0.275368,-0.466001,F
3455,0.117948,0.23479,0.050694,0.220456,0.314889,0.257927,0.238148,0.18881,A
3457,0.167323,0.313302,0.168055,-0.383198,0.273364,0.220177,0.576055,-0.060642,A
3459,0.179667,-0.291239,0.228514,1.550427,1.394535,0.52218,2.004892,1.155435,A
3461,0.019197,-0.173471,0.306755,-0.081535,0.107265,-0.006326,-0.603801,-0.621908,F
3464,-0.314087,-0.063555,0.42056,0.003921,-0.183409,0.220177,-0.095932,0.126447,D
3466,0.006853,0.077766,0.342319,-0.12859,-1.180006,0.031425,-0.089234,-0.808997,F
3468,-0.462213,0.352558,0.150273,0.56049,0.14879,0.220177,0.578307,1.061891,E
3469,0.019197,0.077766,0.349432,-0.356523,-0.183409,0.52218,-0.348236,0.937165,H
3470,-0.017834,-0.275537,0.388552,0.949727,0.937762,0.182426,0.397685,-0.310094,F
3473,0.142636,-0.377602,0.328093,-0.039583,0.480988,-0.157328,-0.360914,-0.341275,F
3475,0.167323,0.226939,0.239183,-0.094813,0.314889,0.408929,0.103522,-0.559546,A
3476,0.241386,-0.322644,0.28186,0.274612,-0.681707,0.333428,0.947976,0.251173,F
3478,-0.017834,-0.275537,0.388552,0.949727,0.605563,0.257927,0.671753,0.095265,F
3479,0.266074,-0.134216,0.214288,-0.229323,-0.391033,0.144676,0.586577,-0.310094,F
3480,0.006853,-0.668096,0.477462,1.62168,1.062336,0.824183,-0.209959,-1.120812,A
3481,0.216699,0.321153,0.128935,0.491087,0.439463,0.899684,0.061488,0.18881,A
3482,0.130292,-0.275537,0.274747,-0.574878,0.605563,0.748682,-0.103679,-0.154186,A
3483,0.278418,-0.197025,0.239183,-0.73839,0.522513,0.106925,-1.010262,-0.528364,F
3484,0.105604,-0.251983,0.466793,0.287084,0.314889,0.295677,0.500567,-0.029461,A
3486,-0.06721,0.336855,0.221401,-0.311258,-0.681707,0.144676,-0.015106,-0.278912,G
3487,0.167323,0.313302,0.168055,-0.383198,0.314889,0.786433,0.940656,0.18881,A
3488,0.167323,0.117022,0.047137,-0.174809,0.397939,0.106925,-1.060703,-0.466001,A
3489,0.229043,0.242641,0.089814,0.12023,-0.598658,0.371178,0.367183,0.001721,A
3497,0.130292,-0.463965,0.338762,0.26578,0.688613,0.295677,-0.874451,-0.341275,A
3498,0.192011,0.148427,0.19295,-1.29308,-0.723232,0.069175,-0.369573,0.905984,H
3500,-0.363462,-0.008597,0.256965,-0.22634,0.730137,0.295677,1.607575,1.217798,E
3501,0.352481,0.211237,0.306755,-0.946242,0.190314,0.371178,0.436691,0.064084,A
3502,0.080916,0.486028,0.14316,0.006427,0.397939,0.371178,-0.127968,-0.216549,G
3504,0.019197,-0.283388,0.214288,0.857677,-0.847807,0.182426,-0.666299,-0.684271,A
3505,0.080916,0.588093,0.01513,0.00225,-0.515608,0.635431,0.119015,-0.216549,F
3509,-0.449869,-0.291239,0.434785,-0.068824,-0.681707,-0.044076,0.726679,0.968347,E
3512,0.241386,0.23479,0.121822,1.037988,0.522513,-0.006326,-0.841329,-1.151994,A
3514,-0.314087,-0.157769,0.043581,1.051505,0.14879,0.484429,-0.110009,-0.216549,E
3515,0.080916,-0.126364,0.360101,-0.587947,0.564038,0.52218,-0.212328,-0.65309,F
3517,0.043885,-0.157769,0.228514,-0.211361,-0.391033,0.257927,0.403509,-0.154186,F
3519,0.117948,0.556689,-0.009765,-0.57261,-0.847807,0.144676,-1.155645,-0.185368,F
3521,0.080916,0.164129,0.19295,0.819007,0.730137,0.786433,0.522215,-0.247731,A
3523,0.043885,-0.157769,0.228514,-0.211361,-0.889332,0.182426,0.87777,-0.154186,F
3524,-0.042522,-0.110662,0.40989,1.097277,0.397939,0.484429,1.485764,0.594169,A
3527,-0.252367,0.062064,0.171611,-0.420108,-0.806282,-0.006326,-0.177885,1.404887,E
3528,-0.178304,0.902141,-0.041773,0.593103,-0.01731,0.220177,0.583995,0.500624,F
3532,-0.104241,-0.338346,0.384996,-0.096275,-0.806282,0.975185,-0.199979,0.469443,E
3534,0.130292,-0.463965,0.338762,0.26578,-0.10036,0.144676,0.293832,-0.154186,A
3538,0.648733,0.242641,-0.045329,-0.444157,0.480988,0.220177,-0.643272,-0.43482,A
3542,-0.128929,0.289748,0.235627,1.057473,-0.847807,0.220177,-0.10931,-0.403638,E
3543,0.15498,0.289748,0.207175,-0.007298,-0.930856,0.257927,0.702604,0.001721,G
3544,0.080916,-0.071406,0.160942,1.225521,-0.681707,0.182426,0.94452,0.095265,A
3546,-0.017834,-0.275537,0.388552,0.949727,1.103861,0.446679,0.399704,-0.341275,F
3547,0.179667,-0.047852,0.274747,-0.605223,-1.013906,0.333428,0.0518,0.282354,F
3549,-0.215336,-0.204876,0.456124,-0.099826,-0.640182,0.597681,-0.296901,0.531806,E
3553,0.130292,-0.314793,0.417003,1.051058,0.273364,0.257927,1.155449,0.562987,A
3555,0.25373,0.336855,0.086258,-0.979571,-1.470679,-0.044076,-0.971276,0.032902,G
3557,0.229043,0.014957,0.395665,-1.399572,-1.055431,0.144676,-1.120542,0.282354,H
3559,0.25373,-0.338346,0.352988,-1.154243,-0.141884,0.333428,0.192328,0.001721,F
3560,-0.079554,-0.338346,0.40989,0.129748,0.231839,0.371178,-0.26539,0.126447,A
3561,-0.042522,0.540986,0.253409,-0.836378,1.394535,0.220177,0.527011,0.251173,A
3563,0.031541,-0.040001,0.175168,-0.107256,-0.681707,0.069175,-0.256614,-0.123005,F
3564,-0.116585,0.423218,0.086258,1.919136,-0.515608,0.635431,0.109172,0.62535,G
3565,-0.400494,-0.16562,0.392108,0.485626,-1.180006,-0.157328,-0.323034,-0.185368,E
3568,0.080916,-0.244132,0.45968,0.426726,-0.349509,0.182426,-0.247178,-0.341275,A
3570,0.364825,-0.047852,-0.038216,0.327813,-0.058835,0.446679,0.642494,0.032902,A
3573,-0.573307,0.376111,0.057807,0.047395,-0.930856,0.144676,0.07071,0.62535,G
3575,0.142636,0.164129,0.200063,-0.249732,0.564038,0.55993,-0.375767,0.126447,A
3576,0.364825,-0.149918,0.171611,0.04277,-0.432558,0.182426,0.322644,-0.497183,F
3577,0.019197,0.619498,0.032912,-0.18385,-0.930856,0.55993,0.356039,0.843621,G
3578,0.142636,-0.369751,0.413447,0.301347,-0.391033,-0.044076,0.960402,0.064084,F
3579,-0.375806,-0.275537,0.449011,0.55685,-0.224934,0.144676,0.016056,0.095265,D
3582,-0.141273,-0.244132,0.249852,0.593729,-0.640182,-0.157328,0.907689,0.157628,F
3584,0.068573,-0.016448,0.274747,-0.03633,0.107265,0.597681,-0.203824,0.500624,H
3585,-0.178304,-0.189174,0.264078,-0.640492,0.937762,-0.006326,-0.282573,-0.528364,A
3587,-0.06721,-0.197025,0.299642,-1.66337,-0.391033,0.220177,-0.103912,0.032902,F
3589,-0.104241,-0.079257,0.011573,0.220903,-0.391033,0.55993,0.512236,0.531806,A
3595,-0.252367,0.062064,0.171611,-0.420108,-1.22153,0.257927,-0.701382,-0.123005,E
3596,0.043885,-0.173471,0.285416,-0.775121,0.14879,0.408929,0.610847,0.438262,F
3597,0.068573,0.2976,0.022242,-0.22252,0.605563,0.031425,-0.273719,0.594169,G
3601,0.15498,-0.3619,0.40989,-0.171945,-0.806282,0.333428,-0.51682,-0.964905,F
3602,-0.054866,0.179832,0.239183,-1.170087,0.397939,0.182426,0.572793,1.155435,E
3603,0.105604,-0.377602,0.260522,0.107578,0.190314,0.446679,-0.300649,-0.497183,F
3604,0.006853,-0.055704,0.335206,1.778897,0.647088,-0.006326,0.937084,0.594169,A
3605,-0.091897,0.258344,0.445454,1.643582,0.771662,0.257927,1.271048,0.438262,W
3606,-0.116585,0.305451,0.036468,-0.41038,-0.224934,-0.044076,-0.330354,0.656532,H
3607,-0.030178,0.438921,-0.045329,0.766462,0.06574,0.257927,-1.287961,-1.183175,A
3610,0.080916,0.313302,0.079145,0.588985,-0.391033,0.144676,0.634689,0.157628,F
3614,0.648733,0.242641,-0.045329,-0.444157,0.14879,0.446679,1.156788,0.469443,A
3615,-0.22768,0.085618,0.239183,-0.523467,-0.391033,0.484429,0.412149,0.500624,E
3617,-0.030178,0.093469,0.235627,1.206186,0.356414,0.182426,0.722097,0.594169,A
3618,0.09326,0.054213,0.374326,0.378926,-0.349509,0.371178,1.352166,0.905984,H
3620,0.117948,-0.29909,0.473906,-0.204438,-1.096956,-0.195078,0.008678,0.251173,A
3623,-0.314087,-0.040001,0.303198,1.37665,0.190314,0.408929,0.309927,0.438262,X
3627,0.241386,-0.322644,0.28186,0.274612,-0.307984,0.069175,0.292745,0.001721,F
3628,0.241386,-0.157769,0.338762,-1.203923,0.480988,-0.044076,0.019609,-0.684271,A
3629,0.31545,0.540986,0.029355,-0.395163,-0.847807,0.069175,1.142013,0.874802,G
3632,0.080916,-0.126364,0.360101,-0.587947,0.107265,-0.308329,0.562269,-0.060642,F
3636,0.019197,0.619498,0.032912,-0.18385,-0.432558,0.371178,-0.284611,0.375899,G
3637,-0.141273,-0.024299,0.562816,-1.881367,0.107265,0.106925,-0.498142,0.500624,C
3638,-0.104241,-0.456114,0.484575,0.143802,0.564038,0.597681,-0.470242,0.064084,F
3639,0.216699,0.2976,0.249852,-0.041313,-0.432558,0.333428,0.192814,0.219991,A
3642,-0.00549,-0.204876,0.32098,-0.694588,0.024215,-0.232828,0.154313,0.18881,F
3645,0.019197,-0.605286,0.502357,0.181368,1.062336,0.55993,-0.897381,-0.497183,A
3646,-0.116585,-0.016448,0.288973,0.483747,-0.391033,0.220177,1.228004,0.375899,F
3647,0.364825,0.195534,0.175168,-0.027618,-0.640182,0.333428,1.07406,0.562987,A
3648,-0.22768,0.046362,0.214288,0.746888,-0.806282,0.597681,-0.129599,0.064084,E
3649,0.241386,0.23479,0.121822,1.037988,0.979286,0.748682,0.319285,-0.372457,A
3650,-0.00549,0.054213,0.32098,0.804804,1.020811,-0.006326,0.502451,1.404887,X
3652,0.043885,0.274046,0.182281,0.095763,-0.889332,0.295677,0.151032,-0.185368,F
3653,0.15498,0.289748,0.207175,-0.007298,-0.847807,0.446679,0.275252,-0.123005,G
3656,0.117948,-0.220579,0.367214,0.914608,-0.183409,0.295677,1.003601,0.687713,A
3657,-0.104241,-0.055704,0.299642,0.391249,0.730137,-0.044076,-0.964364,-0.590727,A
3658,0.080916,-0.244132,0.214288,-0.37914,0.314889,0.52218,-0.058402,0.157628,F
3659,-0.425181,-0.220579,0.306755,0.496637,-0.972381,-0.006326,0.792381,0.687713,E
3661,0.290762,0.156278,0.136047,1.401386,0.688613,-0.081827,1.076137,0.344717,A
3662,0.167323,0.588093,-0.002652,-0.309259,-0.266459,0.182426,1.934104,-0.091823,F
3663,-0.16596,-0.134216,0.256965,0.387041,1.394535,0.031425,-0.359011,-0.497183,F
3665,-0.042522,-0.110662,0.40989,1.097277,0.356414,0.371178,1.853588,0.594169,A
3668,0.451232,-0.267686,0.335206,-0.831336,-0.432558,0.484429,0.444205,-0.403638,A
3670,0.290762,0.156278,0.136047,1.401386,0.730137,0.257927,0.958305,0.313536,A
3671,0.179667,-0.047852,0.274747,-0.605223,-0.806282,0.333428,-0.183787,-0.154186,F
3673,-0.091897,-0.189174,0.345875,0.235912,0.14879,0.597681,-0.373806,0.095265,A
3674,0.303106,-0.134216,-0.002652,-0.624558,-0.01731,0.106925,-1.599772,-0.87136,A
3675,0.019197,-0.087108,0.384996,0.794958,1.145386,0.144676,0.077079,0.157628,A
3676,-0.141273,-0.055704,0.207175,0.246982,-0.307984,0.333428,0.335284,0.282354,F
3678,0.056229,0.486028,0.10404,-0.053338,-0.391033,0.371178,0.182349,0.656532,G
3679,-0.314087,-0.236281,0.029355,0.460861,0.730137,-0.006326,-1.078701,-0.840179,A
3684,-0.030178,0.014957,0.264078,0.374062,0.854712,0.408929,0.500373,-0.247731,A
3688,0.15498,0.289748,0.207175,-0.007298,-0.681707,0.55993,0.676005,0.562987,G
3690,0.09326,0.2976,-0.013322,0.1091,-0.557133,0.069175,0.356058,-0.247731,A
3691,-0.079554,-0.173471,0.367214,0.324501,-0.01731,-0.006326,-0.633118,-0.746634,F
3693,0.142636,-0.369751,0.413447,0.301347,-0.391033,0.446679,0.754288,-0.466001,F
3694,0.105604,-0.087108,0.367214,1.522618,1.228436,0.55993,0.83958,0.344717,A
3698,0.15498,-0.330495,0.299642,-0.333637,-0.307984,0.635431,0.206637,-0.43482,F
3699,-0.116585,-0.016448,0.288973,0.483747,0.107265,0.257927,0.445738,0.126447,F
